Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,rainfall_adequacy_index,thermal_stress_score,log_pesticides,yield_lag_1,rainfall_roll3
India,Cassava,2005,304978,1083.0,35342.0,25.895,0.8664,1.105,10.4729,270436.0,1083.0
India,Cassava,2006,321132,1083.0,37423.0,26.204,0.8664,0.796,10.5301,304978.0,1083.0
India,Cassava,2007,322204,1083.0,27422.77,26.078,0.8664,0.922,10.2192,321132.0,1083.0
India,Cassava,2008,335407,1083.0,14485.33,25.765,0.8664,1.235,9.581,322204.0,1083.0
India,Cassava,2009,343433,1083.0,28707.01,26.613,0.8664,0.387,10.2649,335407.0,1083.0
India,Cassava,2010,347555,1083.0,40093.69,26.579,0.8664,0.421,10.599,343433.0,1083.0
India,Cassava,2011,364770,1083.0,55540.0,25.799,0.8664,1.201,10.9249,347555.0,1083.0
India,Cassava,2012,385818,1083.0,52980.0,26.017,0.8664,0.983,10.8777,364770.0,1083.0
India,Cassava,2013,349594,1083.0,45620.0,26.752,0.8664,0.248,10.7281,385818.0,1083.0
India,Maize,1991,13763,1083.0,72133.0,25.752,1.6662,1.752,11.1863,15178.0,1083.0
India,Maize,1992,16758,1083.0,70791.0,25.72,1.6662,1.72,11.1675,13763.0,1083.0
India,Maize,1993,16015,1083.0,66388.0,25.92,1.6662,1.92,11.1033,16758.0,1083.0
India,Maize,1994,14480,1083.0,61357.0,25.717,1.6662,1.717,11.0245,16015.0,1083.0
India,Maize,1995,15946,1083.0,61257.0,25.9,1.6662,1.9,11.0228,14480.0,1083.0
India,Maize,1996,17094,1083.0,56114.0,25.84,1.6662,1.84,10.9352,15946.0,1083.0
India,Maize,1997,17111,1083.0,52279.0,25.346,1.6662,1.346,10.8644,17094.0,1083.0
India,Maize,1998,17969,1083.0,49157.0,26.125,1.6662,2.125,10.8028,17111.0,1083.0
India,Maize,1999,17922,1083.0,46195.0,26.096,1.6662,2.096,10.7406,17969.0,1083.0
India,Maize,2000,18216,1083.0,44957.52,25.991,1.6662,1.991,10.7135,17922.0,1083.0
India,Maize,2001,19996,1083.0,43720.04,25.958,1.6662,1.958,10.6856,18216.0,1083.0
India,Maize,2002,16807,1083.0,42482.56,26.456,1.6662,2.456,10.6569,19996.0,1083.0
India,Maize,2004,19073,1083.0,35113.0,26.16,1.6662,2.16,10.4664,16807.0,1083.0
India,Maize,2005,19385,1083.0,35342.0,25.895,1.6662,1.895,10.4729,19073.0,1083.0
India,Maize,2006,19125,1083.0,37423.0,26.204,1.6662,2.204,10.5301,19385.0,1083.0
India,Maize,2007,23352,1083.0,27422.77,26.078,1.6662,2.078,10.2192,19125.0,1083.0
India,Maize,2008,24140,1083.0,14485.33,25.765,1.6662,1.765,9.581,23352.0,1083.0
India,Maize,2009,20238,1083.0,28707.01,26.613,1.6662,2.613,10.2649,24140.0,1083.0
India,Maize,2010,25401,1083.0,40093.69,26.579,1.6662,2.579,10.599,20238.0,1083.0
India,Maize,2011,24784,1083.0,55540.0,25.799,1.6662,1.799,10.9249,25401.0,1083.0
India,Maize,2012,25557,1083.0,52980.0,26.017,1.6662,2.017,10.8777,24784.0,1083.0
India,Maize,2013,25726,1083.0,45620.0,26.752,1.6662,2.752,10.7281,25557.0,1083.0
India,Potatoes,1991,162540,1083.0,72133.0,25.752,1.805,7.752,11.1863,157136.0,1083.0
India,Potatoes,1992,160294,1083.0,70791.0,25.72,1.805,7.72,11.1675,162540.0,1083.0
India,Potatoes,1993,149024,1083.0,66388.0,25.92,1.805,7.92,11.1033,160294.0,1083.0
India,Potatoes,1994,166101,1083.0,61357.0,25.717,1.805,7.717,11.0245,149024.0,1083.0
India,Potatoes,1995,162720,1083.0,61257.0,25.9,1.805,7.9,11.0228,166101.0,1083.0
India,Potatoes,1996,169913,1083.0,56114.0,25.84,1.805,7.84,10.9352,162720.0,1083.0
India,Potatoes,1997,193913,1083.0,52279.0,25.346,1.805,7.346,10.8644,169913.0,1083.0
India,Potatoes,1998,146020,1083.0,49157.0,26.125,1.805,8.125,10.8028,193913.0,1083.0
India,Potatoes,1999,175712,1083.0,46195.0,26.096,1.805,8.096,10.7406,146020.0,1083.0
India,Potatoes,2000,186443,1083.0,44957.52,25.991,1.805,7.991,10.7135,175712.0,1083.0
India,Potatoes,2001,183627,1083.0,43720.04,25.958,1.805,7.958,10.6856,186443.0,1083.0
India,Potatoes,2002,194173,1083.0,42482.56,26.456,1.805,8.456,10.6569,183627.0,1083.0
India,Potatoes,2004,188091,1083.0,35113.0,26.16,1.805,8.16,10.4664,194173.0,1083.0
India,Potatoes,2005,188908,1083.0,35342.0,25.895,1.805,7.895,10.4729,188091.0,1083.0
India,Potatoes,2006,185920,1083.0,37423.0,26.204,1.805,8.204,10.5301,188908.0,1083.0
India,Potatoes,2007,164101,1083.0,27422.77,26.078,1.805,8.078,10.2192,185920.0,1083.0
India,Potatoes,2008,192973,1083.0,14485.33,25.765,1.805,7.765,9.581,164101.0,1083.0
India,Potatoes,2009,188103,1083.0,28707.01,26.613,1.805,8.613,10.2649,192973.0,1083.0
India,Potatoes,2010,199299,1083.0,40093.69,26.579,1.805,8.579,10.599,188103.0,1083.0
India,Potatoes,2011,227240,1083.0,55540.0,25.799,1.805,7.799,10.9249,199299.0,1083.0
India,Potatoes,2012,217530,1083.0,52980.0,26.017,1.805,8.017,10.8777,227240.0,1083.0
India,Potatoes,2013,227606,1083.0,45620.0,26.752,1.805,8.752,10.7281,217530.0,1083.0
India,Rice,1991,26271,1083.0,72133.0,25.752,0.6189,0.752,11.1863,26125.0,1083.0
India,Rice,1992,26092,1083.0,70791.0,25.72,0.6189,0.72,11.1675,26271.0,1083.0
India,Rice,1993,28303,1083.0,66388.0,25.92,0.6189,0.92,11.1033,26092.0,1083.0
India,Rice,1994,28645,1083.0,61357.0,25.717,0.6189,0.717,11.0245,28303.0,1083.0
India,Rice,1995,26972,1083.0,61257.0,25.9,0.6189,0.9,11.0228,28645.0,1083.0
India,Rice,1996,28226,1083.0,56114.0,25.84,0.6189,0.84,10.9352,26972.0,1083.0
India,Rice,1997,28457,1083.0,52279.0,25.346,0.6189,0.346,10.8644,28226.0,1083.0
India,Rice,1998,28805,1083.0,49157.0,26.125,0.6189,1.125,10.8028,28457.0,1083.0
India,Rice,1999,29782,1083.0,46195.0,26.096,0.6189,1.096,10.7406,28805.0,1083.0
India,Rice,2000,28508,1083.0,44957.52,25.991,0.6189,0.991,10.7135,29782.0,1083.0
India,Rice,2001,31158,1083.0,43720.04,25.958,0.6189,0.958,10.6856,28508.0,1083.0
India,Rice,2002,26163,1083.0,42482.56,26.456,0.6189,1.456,10.6569,31158.0,1083.0
India,Rice,2004,29756,1083.0,35113.0,26.16,0.6189,1.16,10.4664,26163.0,1083.0
India,Rice,2005,31537,1083.0,35342.0,25.895,0.6189,0.895,10.4729,29756.0,1083.0
India,Rice,2006,31759,1083.0,37423.0,26.204,0.6189,1.204,10.5301,31537.0,1083.0
India,Rice,2007,32924,1083.0,27422.77,26.078,0.6189,1.078,10.2192,31759.0,1083.0
India,Rice,2008,32509,1083.0,14485.33,25.765,0.6189,0.765,9.581,32924.0,1083.0
India,Rice,2009,32366,1083.0,28707.01,26.613,0.6189,1.613,10.2649,32509.0,1083.0
India,Rice,2010,33587,1083.0,40093.69,26.579,0.6189,1.579,10.599,32366.0,1083.0
India,Rice,2011,35878,1083.0,55540.0,25.799,0.6189,0.799,10.9249,33587.0,1083.0
India,Rice,2012,36909,1083.0,52980.0,26.017,0.6189,1.017,10.8777,35878.0,1083.0
India,Rice,2013,36070,1083.0,45620.0,26.752,0.6189,1.752,10.7281,36909.0,1083.0
India,Sorghum,1991,6553,1083.0,72133.0,25.752,1.8835,1.248,11.1863,8136.0,1083.0
India,Sorghum,1992,9820,1083.0,70791.0,25.72,1.8835,1.28,11.1675,6553.0,1083.0
India,Sorghum,1993,8981,1083.0,66388.0,25.92,1.8835,1.08,11.1033,9820.0,1083.0
India,Sorghum,1994,7786,1083.0,61357.0,25.717,1.8835,1.283,11.0245,8981.0,1083.0
India,Sorghum,1995,8235,1083.0,61257.0,25.9,1.8835,1.1,11.0228,7786.0,1083.0
India,Sorghum,1996,9591,1083.0,56114.0,25.84,1.8835,1.16,10.9352,8235.0,1083.0
India,Sorghum,1997,6920,1083.0,52279.0,25.346,1.8835,1.654,10.8644,9591.0,1083.0
India,Sorghum,1998,8592,1083.0,49157.0,26.125,1.8835,0.875,10.8028,6920.0,1083.0
India,Sorghum,1999,8472,1083.0,46195.0,26.096,1.8835,0.904,10.7406,8592.0,1083.0
India,Sorghum,2000,7639,1083.0,44957.52,25.991,1.8835,1.009,10.7135,8472.0,1083.0
India,Sorghum,2001,7715,1083.0,43720.04,25.958,1.8835,1.042,10.6856,7639.0,1083.0
India,Sorghum,2002,7602,1083.0,42482.56,26.456,1.8835,0.544,10.6569,7715.0,1083.0
India,Sorghum,2004,7161,1083.0,35113.0,26.16,1.8835,0.84,10.4664,7602.0,1083.0
India,Sorghum,2005,7968,1083.0,35342.0,25.895,1.8835,1.105,10.4729,7161.0,1083.0
India,Sorghum,2006,8803,1083.0,37423.0,26.204,1.8835,0.796,10.5301,7968.0,1083.0
India,Sorghum,2007,8443,1083.0,27422.77,26.078,1.8835,0.922,10.2192,8803.0,1083.0
India,Sorghum,2008,10209,1083.0,14485.33,25.765,1.8835,1.235,9.581,8443.0,1083.0
India,Sorghum,2009,9621,1083.0,28707.01,26.613,1.8835,0.387,10.2649,10209.0,1083.0
India,Sorghum,2010,8602,1083.0,40093.69,26.579,1.8835,0.421,10.599,9621.0,1083.0
India,Sorghum,2011,9487,1083.0,55540.0,25.799,1.8835,1.201,10.9249,8602.0,1083.0
India,Sorghum,2012,9568,1083.0,52980.0,26.017,1.8835,0.983,10.8777,9487.0,1083.0
India,Sorghum,2013,8502,1083.0,45620.0,26.752,1.8835,0.248,10.7281,9568.0,1083.0
India,Soybeans,1991,7825,1083.0,72133.0,25.752,1.8835,0.752,11.1863,10145.0,1083.0
India,Soybeans,1992,8947,1083.0,70791.0,25.72,1.8835,0.72,11.1675,7825.0,1083.0
India,Soybeans,1993,10857,1083.0,66388.0,25.92,1.8835,0.92,11.1033,8947.0,1083.0
India,Soybeans,1994,9106,1083.0,61357.0,25.717,1.8835,0.717,11.0245,10857.0,1083.0
India,Soybeans,1995,10121,1083.0,61257.0,25.9,1.8835,0.9,11.0228,9106.0,1083.0
India,Soybeans,1996,10319,1083.0,56114.0,25.84,1.8835,0.84,10.9352,10121.0,1083.0
India,Soybeans,1997,10789,1083.0,52279.0,25.346,1.8835,0.346,10.8644,10319.0,1083.0
India,Soybeans,1998,11001,1083.0,49157.0,26.125,1.8835,1.125,10.8028,10789.0,1083.0
India,Soybeans,1999,11380,1083.0,46195.0,26.096,1.8835,1.096,10.7406,11001.0,1083.0
India,Soybeans,2000,8222,1083.0,44957.52,25.991,1.8835,0.991,10.7135,11380.0,1083.0
India,Soybeans,2001,9400,1083.0,43720.04,25.958,1.8835,0.958,10.6856,8222.0,1083.0
India,Soybeans,2002,7624,1083.0,42482.56,26.456,1.8835,1.456,10.6569,9400.0,1083.0
India,Soybeans,2004,9082,1083.0,35113.0,26.16,1.8835,1.16,10.4664,7624.0,1083.0
India,Soybeans,2005,10734,1083.0,35342.0,25.895,1.8835,0.895,10.4729,9082.0,1083.0
India,Soybeans,2006,10628,1083.0,37423.0,26.204,1.8835,1.204,10.5301,10734.0,1083.0
India,Soybeans,2007,12351,1083.0,27422.77,26.078,1.8835,1.078,10.2192,10628.0,1083.0
India,Soybeans,2008,10415,1083.0,14485.33,25.765,1.8835,0.765,9.581,12351.0,1083.0
India,Soybeans,2009,10236,1083.0,28707.01,26.613,1.8835,1.613,10.2649,10415.0,1083.0
India,Soybeans,2010,13330,1083.0,40093.69,26.579,1.8835,1.579,10.599,10236.0,1083.0
India,Soybeans,2011,11998,1083.0,55540.0,25.799,1.8835,0.799,10.9249,13330.0,1083.0
India,Soybeans,2012,13530,1083.0,52980.0,26.017,1.8835,1.017,10.8777,11998.0,1083.0
India,Soybeans,2013,10123,1083.0,45620.0,26.752,1.8835,1.752,10.7281,13530.0,1083.0
India,Sweet potatoes,1991,83453,1083.0,72133.0,25.752,1.2377,1.752,11.1863,79663.0,1083.0
India,Sweet potatoes,1992,82835,1083.0,70791.0,25.72,1.2377,1.72,11.1675,83453.0,1083.0
India,Sweet potatoes,1993,85962,1083.0,66388.0,25.92,1.2377,1.92,11.1033,82835.0,1083.0
India,Sweet potatoes,1994,84823,1083.0,61357.0,25.717,1.2377,1.717,11.0245,85962.0,1083.0
India,Sweet potatoes,1995,80643,1083.0,61257.0,25.9,1.2377,1.9,11.0228,84823.0,1083.0
India,Sweet potatoes,1996,80716,1083.0,56114.0,25.84,1.2377,1.84,10.9352,80643.0,1083.0
India,Sweet potatoes,1997,84850,1083.0,52279.0,25.346,1.2377,1.346,10.8644,80716.0,1083.0
India,Sweet potatoes,1998,86907,1083.0,49157.0,26.125,1.2377,2.125,10.8028,84850.0,1083.0
India,Sweet potatoes,1999,85744,1083.0,46195.0,26.096,1.2377,2.096,10.7406,86907.0,1083.0
India,Sweet potatoes,2000,97421,1083.0,44957.52,25.991,1.2377,1.991,10.7135,85744.0,1083.0
India,Sweet potatoes,2001,88368,1083.0,43720.04,25.958,1.2377,1.958,10.6856,97421.0,1083.0
India,Sweet potatoes,2002,85694,1083.0,42482.56,26.456,1.2377,2.456,10.6569,88368.0,1083.0
India,Sweet potatoes,2004,88588,1083.0,35113.0,26.16,1.2377,2.16,10.4664,85694.0,1083.0
India,Sweet potatoes,2005,88477,1083.0,35342.0,25.895,1.2377,1.895,10.4729,88588.0,1083.0
India,Sweet potatoes,2006,86849,1083.0,37423.0,26.204,1.2377,2.204,10.5301,88477.0,1083.0
India,Sweet potatoes,2007,86976,1083.0,27422.77,26.078,1.2377,2.078,10.2192,86849.0,1083.0
India,Sweet potatoes,2008,88943,1083.0,14485.33,25.765,1.2377,1.765,9.581,86976.0,1083.0
India,Sweet potatoes,2009,90080,1083.0,28707.01,26.613,1.2377,2.613,10.2649,88943.0,1083.0
India,Sweet potatoes,2010,92069,1083.0,40093.69,26.579,1.2377,2.579,10.599,90080.0,1083.0
India,Sweet potatoes,2011,92456,1083.0,55540.0,25.799,1.2377,1.799,10.9249,92069.0,1083.0
India,Sweet potatoes,2012,97174,1083.0,52980.0,26.017,1.2377,2.017,10.8777,92456.0,1083.0
India,Sweet potatoes,2013,101288,1083.0,45620.0,26.752,1.2377,2.752,10.7281,97174.0,1083.0
India,Wheat,1991,22814,1083.0,72133.0,25.752,1.9691,8.752,11.1863,21211.0,1083.0
India,Wheat,1992,23940,1083.0,70791.0,25.72,1.9691,8.72,11.1675,22814.0,1083.0
India,Wheat,1993,23267,1083.0,66388.0,25.92,1.9691,8.92,11.1033,23940.0,1083.0
India,Wheat,1994,23796,1083.0,61357.0,25.717,1.9691,8.717,11.0245,23267.0,1083.0
India,Wheat,1995,25590,1083.0,61257.0,25.9,1.9691,8.9,11.0228,23796.0,1083.0
India,Wheat,1996,24828,1083.0,56114.0,25.84,1.9691,8.84,10.9352,25590.0,1083.0
India,Wheat,1997,26789,1083.0,52279.0,25.346,1.9691,8.346,10.8644,24828.0,1083.0
India,Wheat,1998,24852,1083.0,49157.0,26.125,1.9691,9.125,10.8028,26789.0,1083.0
India,Wheat,1999,25901,1083.0,46195.0,26.096,1.9691,9.096,10.7406,24852.0,1083.0
India,Wheat,2000,27785,1083.0,44957.52,25.991,1.9691,8.991,10.7135,25901.0,1083.0
India,Wheat,2001,27081,1083.0,43720.04,25.958,1.9691,8.958,10.6856,27785.0,1083.0
India,Wheat,2002,27621,1083.0,42482.56,26.456,1.9691,9.456,10.6569,27081.0,1083.0
India,Wheat,2004,27132,1083.0,35113.0,26.16,1.9691,9.16,10.4664,27621.0,1083.0
India,Wheat,2005,26016,1083.0,35342.0,25.895,1.9691,8.895,10.4729,27132.0,1083.0
India,Wheat,2006,26188,1083.0,37423.0,26.204,1.9691,9.204,10.5301,26016.0,1083.0
India,Wheat,2007,27079,1083.0,27422.77,26.078,1.9691,9.078,10.2192,26188.0,1083.0
India,Wheat,2008,28022,1083.0,14485.33,25.765,1.9691,8.765,9.581,27079.0,1083.0
India,Wheat,2009,29071,1083.0,28707.01,26.613,1.9691,9.613,10.2649,28022.0,1083.0
India,Wheat,2010,28395,1083.0,40093.69,26.579,1.9691,9.579,10.599,29071.0,1083.0
India,Wheat,2011,29886,1083.0,55540.0,25.799,1.9691,8.799,10.9249,28395.0,1083.0
India,Wheat,2012,31775,1083.0,52980.0,26.017,1.9691,9.017,10.8777,29886.0,1083.0
India,Wheat,2013,31538,1083.0,45620.0,26.752,1.9691,9.752,10.7281,31775.0,1083.0
Indonesia,Cassava,1991,120946,2702.0,3259.0,26.683,2.1616,0.317,8.0895,120691.0,2702.0
Indonesia,Cassava,1992,122220,2702.0,825.0,26.743,2.1616,0.257,6.7166,120946.0,2702.0
Indonesia,Cassava,1993,123323,2702.0,1597.0,26.833,2.1616,0.167,7.3765,122220.0,2702.0
Indonesia,Cassava,1994,115946,2702.0,1597.0,26.73,2.1616,0.27,7.3765,123323.0,2702.0
Indonesia,Cassava,1995,116605,2702.0,1597.0,26.838,2.1616,0.162,7.3765,115946.0,2702.0
Indonesia,Cassava,1996,120150,2702.0,1597.0,26.84,2.1616,0.16,7.3765,116605.0,2702.0
Indonesia,Cassava,1997,121718,2702.0,1597.0,27.01,2.1616,0.01,7.3765,120150.0,2702.0
Indonesia,Cassava,1998,121925,2702.0,1597.0,27.343,2.1616,0.343,7.3765,121718.0,2702.0
Indonesia,Cassava,1999,121763,2702.0,1597.0,26.7,2.1616,0.3,7.3765,121925.0,2702.0
Indonesia,Cassava,2000,125305,2702.0,1597.0,26.867,2.1616,0.133,7.3765,121763.0,2702.0
Indonesia,Cassava,2001,129407,2702.0,1597.0,26.912,2.1616,0.088,7.3765,125305.0,2702.0
Indonesia,Cassava,2002,132491,2702.0,1597.0,27.125,2.1616,0.125,7.3765,129407.0,2702.0
Indonesia,Cassava,2004,154679,2702.0,1597.0,27.107,2.1616,0.107,7.3765,132491.0,2702.0
Indonesia,Cassava,2005,159224,2702.0,1597.0,27.102,2.1616,0.102,7.3765,154679.0,2702.0
Indonesia,Cassava,2006,162829,2702.0,1597.0,27.057,2.1616,0.057,7.3765,159224.0,2702.0
Indonesia,Cassava,2007,166362,2702.0,1597.0,26.918,2.1616,0.082,7.3765,162829.0,2702.0
Indonesia,Cassava,2008,180950,2702.0,1597.0,26.748,2.1616,0.252,7.3765,166362.0,2702.0
Indonesia,Cassava,2009,187461,2702.0,1597.0,27.075,2.1616,0.075,7.3765,180950.0,2702.0
Indonesia,Cassava,2010,202174,2702.0,1597.0,27.077,2.1616,0.077,7.3765,187461.0,2702.0
Indonesia,Cassava,2011,202955,2702.0,1597.0,26.837,2.1616,0.163,7.3765,202174.0,2702.0
Indonesia,Cassava,2012,214018,2702.0,1597.0,27.027,2.1616,0.027,7.3765,202955.0,2702.0
Indonesia,Cassava,2013,224601,2702.0,1597.0,27.015,2.1616,0.015,7.3765,214018.0,2702.0
Indonesia,Maize,1991,21505,2702.0,3259.0,26.683,4.1569,2.683,8.0895,21323.0,2702.0
Indonesia,Maize,1992,22030,2702.0,825.0,26.743,4.1569,2.743,6.7166,21505.0,2702.0
Indonesia,Maize,1993,21975,2702.0,1597.0,26.833,4.1569,2.833,7.3765,22030.0,2702.0
Indonesia,Maize,1994,22091,2702.0,1597.0,26.73,4.1569,2.73,7.3765,21975.0,2702.0
Indonesia,Maize,1995,22580,2702.0,1597.0,26.838,4.1569,2.838,7.3765,22091.0,2702.0
Indonesia,Maize,1996,24862,2702.0,1597.0,26.84,4.1569,2.84,7.3765,22580.0,2702.0
Indonesia,Maize,1997,26141,2702.0,1597.0,27.01,4.1569,3.01,7.3765,24862.0,2702.0
Indonesia,Maize,1998,26526,2702.0,1597.0,27.343,4.1569,3.343,7.3765,26141.0,2702.0
Indonesia,Maize,1999,26629,2702.0,1597.0,26.7,4.1569,2.7,7.3765,26526.0,2702.0
Indonesia,Maize,2000,27649,2702.0,1597.0,26.867,4.1569,2.867,7.3765,26629.0,2702.0
Indonesia,Maize,2001,28446,2702.0,1597.0,26.912,4.1569,2.912,7.3765,27649.0,2702.0
Indonesia,Maize,2002,30655,2702.0,1597.0,27.125,4.1569,3.125,7.3765,28446.0,2702.0
Indonesia,Maize,2004,33439,2702.0,1597.0,27.107,4.1569,3.107,7.3765,30655.0,2702.0
Indonesia,Maize,2005,34539,2702.0,1597.0,27.102,4.1569,3.102,7.3765,33439.0,2702.0
Indonesia,Maize,2006,34699,2702.0,1597.0,27.057,4.1569,3.057,7.3765,34539.0,2702.0
Indonesia,Maize,2007,36601,2702.0,1597.0,26.918,4.1569,2.918,7.3765,34699.0,2702.0
Indonesia,Maize,2008,40776,2702.0,1597.0,26.748,4.1569,2.748,7.3765,36601.0,2702.0
Indonesia,Maize,2009,42372,2702.0,1597.0,27.075,4.1569,3.075,7.3765,40776.0,2702.0
Indonesia,Maize,2010,44359,2702.0,1597.0,27.077,4.1569,3.077,7.3765,42372.0,2702.0
Indonesia,Maize,2011,45652,2702.0,1597.0,26.837,4.1569,2.837,7.3765,44359.0,2702.0
Indonesia,Maize,2012,48987,2702.0,1597.0,27.027,4.1569,3.027,7.3765,45652.0,2702.0
Indonesia,Maize,2013,48441,2702.0,1597.0,27.015,4.1569,3.015,7.3765,48987.0,2702.0
Indonesia,Potatoes,1991,132721,2702.0,3259.0,26.683,4.5033,8.683,8.0895,141637.0,2702.0
Indonesia,Potatoes,1992,143819,2702.0,825.0,26.743,4.5033,8.743,6.7166,132721.0,2702.0
Indonesia,Potatoes,1993,158338,2702.0,1597.0,26.833,4.5033,8.833,7.3765,143819.0,2702.0
Indonesia,Potatoes,1994,156474,2702.0,1597.0,26.73,4.5033,8.73,7.3765,158338.0,2702.0
Indonesia,Potatoes,1995,165939,2702.0,1597.0,26.838,4.5033,8.838,7.3765,156474.0,2702.0
Indonesia,Potatoes,1996,158631,2702.0,1597.0,26.84,4.5033,8.84,7.3765,165939.0,2702.0
Indonesia,Potatoes,1997,162061,2702.0,1597.0,27.01,4.5033,9.01,7.3765,158631.0,2702.0
Indonesia,Potatoes,1998,153432,2702.0,1597.0,27.343,4.5033,9.343,7.3765,162061.0,2702.0
Indonesia,Potatoes,1999,147199,2702.0,1597.0,26.7,4.5033,8.7,7.3765,153432.0,2702.0
Indonesia,Potatoes,2000,133759,2702.0,1597.0,26.867,4.5033,8.867,7.3765,147199.0,2702.0
Indonesia,Potatoes,2001,148495,2702.0,1597.0,26.912,4.5033,8.912,7.3765,133759.0,2702.0
Indonesia,Potatoes,2002,155903,2702.0,1597.0,27.125,4.5033,9.125,7.3765,148495.0,2702.0
Indonesia,Potatoes,2004,163870,2702.0,1597.0,27.107,4.5033,9.107,7.3765,155903.0,2702.0
Indonesia,Potatoes,2005,164014,2702.0,1597.0,27.102,4.5033,9.102,7.3765,163870.0,2702.0
Indonesia,Potatoes,2006,169363,2702.0,1597.0,27.057,4.5033,9.057,7.3765,164014.0,2702.0
Indonesia,Potatoes,2007,160919,2702.0,1597.0,26.918,4.5033,8.918,7.3765,169363.0,2702.0
Indonesia,Potatoes,2008,166719,2702.0,1597.0,26.748,4.5033,8.748,7.3765,160919.0,2702.0
Indonesia,Potatoes,2009,165123,2702.0,1597.0,27.075,4.5033,9.075,7.3765,166719.0,2702.0
Indonesia,Potatoes,2010,159445,2702.0,1597.0,27.077,4.5033,9.077,7.3765,165123.0,2702.0
Indonesia,Potatoes,2011,159562,2702.0,1597.0,26.837,4.5033,8.837,7.3765,159445.0,2702.0
Indonesia,Potatoes,2012,165820,2702.0,1597.0,27.027,4.5033,9.027,7.3765,159562.0,2702.0
Indonesia,Potatoes,2013,160184,2702.0,1597.0,27.015,4.5033,9.015,7.3765,165820.0,2702.0
Indonesia,Rice,1991,43465,2702.0,3259.0,26.683,1.544,1.683,8.0895,43018.0,2702.0
Indonesia,Rice,1992,43446,2702.0,825.0,26.743,1.544,1.743,6.7166,43465.0,2702.0
Indonesia,Rice,1993,43750,2702.0,1597.0,26.833,1.544,1.833,7.3765,43446.0,2702.0
Indonesia,Rice,1994,43453,2702.0,1597.0,26.73,1.544,1.73,7.3765,43750.0,2702.0
Indonesia,Rice,1995,43487,2702.0,1597.0,26.838,1.544,1.838,7.3765,43453.0,2702.0
Indonesia,Rice,1996,44168,2702.0,1597.0,26.84,1.544,1.84,7.3765,43487.0,2702.0
Indonesia,Rice,1997,44322,2702.0,1597.0,27.01,1.544,2.01,7.3765,44168.0,2702.0
Indonesia,Rice,1998,41974,2702.0,1597.0,27.343,1.544,2.343,7.3765,44322.0,2702.0
Indonesia,Rice,1999,42519,2702.0,1597.0,26.7,1.544,1.7,7.3765,41974.0,2702.0
Indonesia,Rice,2000,44007,2702.0,1597.0,26.867,1.544,1.867,7.3765,42519.0,2702.0
Indonesia,Rice,2001,43879,2702.0,1597.0,26.912,1.544,1.912,7.3765,44007.0,2702.0
Indonesia,Rice,2002,44691,2702.0,1597.0,27.125,1.544,2.125,7.3765,43879.0,2702.0
Indonesia,Rice,2004,45365,2702.0,1597.0,27.107,1.544,2.107,7.3765,44691.0,2702.0
Indonesia,Rice,2005,45739,2702.0,1597.0,27.102,1.544,2.102,7.3765,45365.0,2702.0
Indonesia,Rice,2006,46201,2702.0,1597.0,27.057,1.544,2.057,7.3765,45739.0,2702.0
Indonesia,Rice,2007,47052,2702.0,1597.0,26.918,1.544,1.918,7.3765,46201.0,2702.0
Indonesia,Rice,2008,48948,2702.0,1597.0,26.748,1.544,1.748,7.3765,47052.0,2702.0
Indonesia,Rice,2009,49985,2702.0,1597.0,27.075,1.544,2.075,7.3765,48948.0,2702.0
Indonesia,Rice,2010,50153,2702.0,1597.0,27.077,1.544,2.077,7.3765,49985.0,2702.0
Indonesia,Rice,2011,49802,2702.0,1597.0,26.837,1.544,1.837,7.3765,50153.0,2702.0
Indonesia,Rice,2012,51360,2702.0,1597.0,27.027,1.544,2.027,7.3765,49802.0,2702.0
Indonesia,Rice,2013,51520,2702.0,1597.0,27.015,1.544,2.015,7.3765,51360.0,2702.0
Indonesia,Soybeans,1991,11369,2702.0,3259.0,26.683,4.6991,1.683,8.0895,11149.0,2702.0
Indonesia,Soybeans,1992,11230,2702.0,825.0,26.743,4.6991,1.743,6.7166,11369.0,2702.0
Indonesia,Soybeans,1993,11621,2702.0,1597.0,26.833,4.6991,1.833,7.3765,11230.0,2702.0
Indonesia,Soybeans,1994,11123,2702.0,1597.0,26.73,4.6991,1.73,7.3765,11621.0,2702.0
Indonesia,Soybeans,1995,11371,2702.0,1597.0,26.838,4.6991,1.838,7.3765,11123.0,2702.0
Indonesia,Soybeans,1996,11915,2702.0,1597.0,26.84,4.6991,1.84,7.3765,11371.0,2702.0
Indonesia,Soybeans,1997,12125,2702.0,1597.0,27.01,4.6991,2.01,7.3765,11915.0,2702.0
Indonesia,Soybeans,1998,11923,2702.0,1597.0,27.343,4.6991,2.343,7.3765,12125.0,2702.0
Indonesia,Soybeans,1999,12013,2702.0,1597.0,26.7,4.6991,1.7,7.3765,11923.0,2702.0
Indonesia,Soybeans,2000,12335,2702.0,1597.0,26.867,4.6991,1.867,7.3765,12013.0,2702.0
Indonesia,Soybeans,2001,12181,2702.0,1597.0,26.912,4.6991,1.912,7.3765,12335.0,2702.0
Indonesia,Soybeans,2002,12360,2702.0,1597.0,27.125,4.6991,2.125,7.3765,12181.0,2702.0
Indonesia,Soybeans,2004,12801,2702.0,1597.0,27.107,4.6991,2.107,7.3765,12360.0,2702.0
